split,K,tau,theta
calibration,0.9725577755378689,9.35660555451702,2.2487310713913753
calibration,0.9813590905698016,9.502549594793816,2.2623697176079904
calibration,1.0010443038286037,10.292892529708395,2.1103196649870237
calibration,1.015001083526659,10.404995542036447,1.9999999490635019
calibration,0.9936550931031529,9.594834476176407,2.300553060766049
calibration,0.9913523090401657,10.308297710071585,1.8314439352059622
calibration,0.994893120974322,10.138678046864115,1.9287066500326022
calibration,1.011638721191167,10.68098248828659,1.8590416191816244
calibration,1.0092457326747815,10.567044274769229,1.7423727415573338
calibration,0.9564023918795727,9.11175169226076,2.2045560965395063
calibration,1.005975930014886,10.333631549727414,1.8975590046498987
calibration,1.0078821947150596,10.705321846774469,1.833729057150859
calibration,0.9874873316410414,9.91722747575686,2.1436040058041623
calibration,0.9982246267628538,10.182543033085,2.0545864172979345
calibration,1.013170013930541,10.933252440700723,1.6907007103995706
calibration,1.0172606057335973,10.726312620926723,1.8759585527493645
calibration,0.9784747034936347,9.751813171715675,2.00000002100575
calibration,0.9904008050271141,9.951588742829102,2.0335916329395367
calibration,0.9973422279960281,10.227732209439743,2.0101760988909514
calibration,0.9948888213984144,10.185419134822702,1.8744152115494066
calibration,1.0094203572418377,10.53558567032252,1.86446612647151
calibration,0.9990961725475584,10.297288854332345,1.924022209143018
calibration,0.990092196598523,9.942824047701569,1.879656899348334
calibration,0.9820581679247994,9.860070233606475,2.0000021680317115
calibration,0.9948369608833725,10.014160332061406,1.9048744173079517
calibration,0.9927679137023601,10.024000116960204,1.9769472689498095
calibration,0.9777099395156956,9.502089088816499,2.187648647745329
calibration,0.9887443000632637,10.007297300701195,2.0814969055496
calibration,1.004561786546978,10.407861241340523,2.0000003704707825
calibration,0.9852689721785961,9.936624865440384,2.0933861550959065
calibration,0.9978696504700579,10.36274497818095,1.980531723811448
calibration,1.0168598373890827,10.705989777090746,1.8660814787749043
calibration,0.9942491221782617,10.055706633863936,2.1453783876087584
calibration,0.9906262753991302,9.591705766609858,2.179588667029639
calibration,0.980376413315033,9.881689578769993,2.039827046561968
calibration,0.9918590162540605,10.175651453649916,1.9520695170581135
calibration,0.9968626103643765,9.893784924885022,2.067756732219775
calibration,1.0127447008758892,10.712608184171389,1.8941870357387551
calibration,0.984977044015955,10.004910135647068,1.8520960366766972
calibration,1.007303008272023,10.443401209542795,1.8805114873289133
calibration,0.9877797314333288,9.988670118110779,2.0022655656458253
calibration,0.9921851186193821,10.040319260036494,2.0247936008231924
calibration,0.9884245821647443,9.701816317932087,2.133310982592112
calibration,0.9944718397969305,9.979283958525272,2.0690094282995606
calibration,0.9983222024540507,10.067892097874,2.080591916209298
calibration,0.987666080530259,9.803960325528568,2.0438491836063077
calibration,1.0056202703712243,10.329303277971366,2.0546702089042355
calibration,0.9807179269407237,9.53309921116782,2.2515303453432685
calibration,1.008691484759759,10.46772512483148,1.9615283748705625
calibration,0.9814177586220576,9.516869934247323,2.0688928662018795
calibration,1.0051673387525657,10.2666988348065,2.1311652972008575
calibration,1.007984923341528,10.541232206568356,1.827304062901687
calibration,0.989077789610787,9.7933592588712,2.0357366559739822
calibration,1.0085430369012236,10.183332968149415,2.2439886078847966
